WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,WEEK,MONTH,YEAR,ConvDF,Lat,Long,ï»¿WELL ID
02/15-18-034-09W4/0,TAC 16-24 HZ 102 PROVOST 15-18-34-9,498882,A8AF,Hertz & Paluck Energy Services Inc.,1,14 Dec 2020 01:45:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-12-14,18034094,51,12,2020.0,18034094,51.91830747,-111.2572822,
00/16-26-034-10W4/0,TAC 16-24 HZ PROVOST 16-26-34-10,498885,A8AF,Hertz & Paluck Energy Services Inc.,1,13 Dec 2020 06:00:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-12-14,26034104,51,12,2020.0,26034104,51.94740631,-111.304526,
00/12-27-039-02W4/0,SURGE ENERGY HZ PROVOST 12-27-39-2,496642,A77K,Star Valley Drilling Ltd.,102,14 Dec 2020 01:40:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2020-12-14,27039024,51,12,2020.0,27039024,52.38305457,-110.1969754,
02/08-30-046-07W5/0,BONTERRA HZ 102 PEMBINA 8-30-46-7,498708,A2EN,Ironhand Drilling Inc.,1,13 Dec 2020 01:45:00 PM,Drayton Valley,0XZ4,Bonterra Energy Corp.,,Drill To LD,2020-12-14,30046075,51,12,2020.0,30046075,52.99695217,-114.9924275,
02/09-27-051-27W4/0,FREE REIN 103 GSPIKE 9-27-51-27,498721,A08C,Savanna Drilling Corp.,636,12 Dec 2020 11:30:00 PM,St. Albert,0KA2,Free Rein Resources Ltd.,,Drill To LD,2020-12-14,27051274,51,12,2020.0,27051274,53.43209325,-113.885563,
00/16-10-066-04W6/0,CNRL ET AL HZ KARR 16-10-66-4,494907,A801,Stampede Drilling A Division Of Matrix Energy Technologi,6,13 Dec 2020 09:00:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-12-14,10066046,51,12,2020.0,10066046,54.69792468,-118.5038917,
00/09-20-067-24W5/0,ARC HZ ANTEN 9-20-67-24,498604,0Y52,Precision Drilling Corporation,465,14 Dec 2020 10:00:00 AM,Grande Prairie,0G30,ARC Resources Ltd.,,Drill To LD,2020-12-14,20067245,51,12,2020.0,20067245,54.81404694,-117.6115077,
03/04-12-075-25W4/0,SPL 3-13 HZ 103 MARTENH 4-12-75-25,498559,0Y52,Precision Drilling Corporation,149,13 Dec 2020 08:15:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-12-14,12075254,51,12,2020.0,12075254,55.48262047,-113.7321418,
00/04-29-076-07W5/0,SPL 1-31 HZ NIPISI 4-29-76-7,498816,0GE9,Tempco Drilling Company Inc.,7,14 Dec 2020 06:30:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-12-14,29076075,51,12,2020.0,29076075,55.61398247,-115.0362786,
00/16-36-081-13W5/0,ISLANDER SEAL 16-36-81-13,498718,0Y52,Precision Drilling Corporation,144,13 Dec 2020 03:45:00 AM,St. Albert,A8A9,Islander Oil & Gas Inc.,,Drill To LD,2020-12-14,36081135,51,12,2020.0,36081135,56.06523345,-115.8801904,
09/15-04-066-04W4/0,IMP H91-H06 LEMING 15-4-66-4,497584,0Y55,Akita Drilling Ltd.,21,09 Apr 2020 09:00:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Set Surface,2020-04-09,4066044,15,4,2020.0,4066044,54.68255026,-110.5353963,
03/05-31-078-07W6/0,GRL 1-31 HZ 103 VALHALLA 5-31-78-7,497689,A2CL,Komat Drilling Ltd.,4,15 Feb 2020 11:00:00 AM,Grande Prairie,A0TX,Grizzly Resources Ltd.,,Set Surface,2020-04-09,31078076,15,4,2020.0,31078076,55.80304856,-119.0606008,
02/08-16-056-24W5/0,PEYTO WILD RIV 8-16-56-24,497616,0Z41,Ensign Drilling Inc.,T401,07 Jul 2020 01:00:00 PM,Drayton Valley,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2020-07-08,16056245,28,7,2020.0,16056245,53.83933702,-117.4948246,
00/04-04-063-05W6/0,7GEN HZ KAKWA 4-4-63-5,497464,0Z41,Ensign Drilling Inc.,148,29 Feb 2020 08:30:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2020-07-08,4063056,28,7,2020.0,4063056,54.42169003,-118.6800356,
00/04-04-063-05W6/0,7GEN HZ KAKWA 4-4-63-5,497464,A6PR,Nabors Drilling Canada Limited,17,02 Jul 2020 11:00:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Resumption,2020-07-08,4063056,28,7,2020.0,4063056,54.42169003,-118.6800356,
04/05-04-063-05W6/0,7GEN HZ 104 KAKWA 5-4-63-5,497468,0Z41,Ensign Drilling Inc.,148,28 Feb 2020 04:00:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2020-07-08,4063056,28,7,2020.0,4063056,54.42169003,-118.6800356,
00/04-09-063-05W6/0,7GEN HZ KAKWA 4-9-63-5,496207,0Y55,Akita Drilling Ltd.,41,27 Feb 2020 05:30:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2020-07-08,9063056,28,7,2020.0,9063056,54.43614492,-118.6800394,
00/04-09-063-05W6/0,7GEN HZ KAKWA 4-9-63-5,496207,A6PR,Nabors Drilling Canada Limited,5,02 Jul 2020 06:30:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Resumption,2020-07-08,9063056,28,7,2020.0,9063056,54.43614492,-118.6800394,
08/05-10-066-04W4/0,IMP H87-H02 LEMING 5-10-66-4,498070,0Y55,Akita Drilling Ltd.,21,07 Jul 2020 11:00:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2020-07-08,10066044,28,7,2020.0,10066044,54.69702879,-110.5102354,
02/13-15-072-09W6/0,OVV HZ 102 WEMBLEY 13-15-72-9,497744,0Y52,Precision Drilling Corporation,534,07 Jul 2020 06:00:00 PM,Grande Prairie,0026,Ovintiv Canada ULC,,Drill To LD,2020-07-08,15072096,28,7,2020.0,15072096,55.23606076,-119.2822598,
00/04-27-039-02W4/0,SURGE ENERGY HZ PROVOST 4-27-39-2,496640,A8AF,Hertz & Paluck Energy Services Inc.,1,04 Nov 2020 06:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2020-11-05,27039024,45,11,2020.0,27039024,52.38305457,-110.1969754,
08/08-17-041-01W4/0,LONGSHORE HZ 108 HAYTER 8-17-41-1,498565,0GE9,Tempco Drilling Company Inc.,3,05 Nov 2020 10:30:00 AM,Wainwright,A76W,Longshore Resources Ltd.,,Drill To LD,2020-11-05,17041014,45,11,2020.0,17041014,52.52867716,-110.1009595,
00/16-21-044-10W5/0,BAYTEX HZ FERRIER 16-21-44-10,498446,A08C,Savanna Drilling Corp.,636,05 Nov 2020 09:00:00 AM,Red Deer,0RL9,Baytex Energy Ltd.,,Drill To LD,2020-11-05,21044105,45,11,2020.0,21044105,52.80699071,-115.3797893,
00/05-20-046-15W5/0,TOURMALINE HZ COLUMBIA 5-20-46-15,498175,0Z41,Ensign Drilling Inc.,T38,05 Nov 2020 09:15:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2020-11-05,20046155,45,11,2020.0,20046155,52.98160593,-116.1292368,
00/15-25-048-06W4/0,HUSKY 3HZ Q2 WILDMERE 15-25-48-6,496542,0Y52,Precision Drilling Corporation,197,04 Nov 2020 09:00:00 PM,Wainwright,0R46,Husky Oil Operations Limited,,Drill To LD,2020-11-05,25048064,45,11,2020.0,25048064,53.168804,-110.73664709999998,
02/08-10-049-21W5/0,TOURMALINE HZ 102 BASING 8-10-49-21,498035,A6PR,Nabors Drilling Canada Limited,58,03 Sep 2020 08:30:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-09-03,10049215,36,9,2020.0,10049215,53.21419259,-116.9755691,
00/13-07-058-25W5/0,TOURMALINE HZ WILD RIV 13-7-58-25,498096,0Z41,Ensign Drilling Inc.,39,03 Sep 2020 06:28:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2020-09-03,7058255,36,9,2020.0,7058255,53.99924631,-117.6930509,
04/13-26-094-06W4/0,SUNCOR P122P5 FIREBAG 13-26-94-6,496413,A6PR,Nabors Drilling Canada Limited,102,02 Sep 2020 10:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-09-03,26094064,36,9,2020.0,26094064,57.18443579,-110.83756540000002,
00/08-21-044-10W5/0,BAYTEX HZ FERRIER 8-21-44-10,498447,A08C,Savanna Drilling Corp.,636,21 Oct 2020 09:00:00 AM,Red Deer,0RL9,Baytex Energy Ltd.,,Drill To LD,2020-10-21,21044105,43,10,2020.0,21044105,52.80699071,-115.3797893,
02/04-16-051-19W5/0,HUSKY HZ ANSELL 4-16-51-19,491505,A0KC,Horizon Drilling Inc.,4,21 Oct 2020 12:00:00 AM,Drayton Valley,0R46,Husky Oil Operations Limited,,Drill To LD,2020-10-21,16051195,43,10,2020.0,16051195,53.40302199,-116.7286183,
00/13-24-052-12W5/0,VEI HZ CARROT 13-24-52-12,497793,A5DG,CWC Energy Services Corp.,5,21 Oct 2020 08:00:00 AM,Drayton Valley,A6FW,Vermilion Energy Inc.,,Drill To LD,2020-10-21,24052125,43,10,2020.0,24052125,53.50473997,-115.6231453,
00/04-16-063-21W4/0,CRESTWYND HZ JILES 4-16-63-21,498566,0Y52,Precision Drilling Corporation,187,21 Oct 2020 01:00:00 AM,St. Albert,A7MT,Crestwynd Exploration Ltd.,,Drill To LD,2020-10-21,16063214,43,10,2020.0,16063214,54.44905182,-113.106092,
02/01-13-070-08W6/0,PIPE HZ ELM 1-13-70-8,498448,0Y52,Precision Drilling Corporation,524,21 Oct 2020 09:30:00 AM,Grande Prairie,A82B,Pipestone Energy Corp.,,Drill To LD,2020-10-21,13070086,43,10,2020.0,13070086,55.06158348,-119.0687217,
00/02-34-072-09W6/0,CNRL HZ WEMBLEY 2-34-72-9,493402,0Z41,Ensign Drilling Inc.,44,21 Oct 2020 04:00:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-10-21,34072096,43,10,2020.0,34072096,55.27959942,-119.2822606,
03/06-22-073-24W4/0,SPL 9-20 HZ 103 SMITH 6-22-73-24,498409,0Y52,Precision Drilling Corporation,149,20 Oct 2020 11:45:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-10-21,22073244,43,10,2020.0,22073244,55.33725309,-113.5964037,
04/13-09-075-25W4/0,DELTASTREAM MARTENH 13-9-75-25,498339,A2CL,Komat Drilling Ltd.,3,20 Oct 2020 10:30:00 PM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2020-10-21,9075254,43,10,2020.0,9075254,55.48264138,-113.8097724,
03/11-31-076-06W5/0,SPL 11-31 HZ 103 NIPISI 11-31-76-6,498225,0GE9,Tempco Drilling Company Inc.,7,21 Oct 2020 02:30:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2020-10-21,31076065,43,10,2020.0,31076065,55.6284605,-114.9069808,
00/13-26-094-06W4/0,SUNCOR P122S5 FIREBAG 13-26-94-6,496404,A6PR,Nabors Drilling Canada Limited,102,21 Oct 2020 04:45:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-10-21,26094064,43,10,2020.0,26094064,57.18443579,-110.83756540000002,
00/13-08-096-10W4/0,SYNCRUDE AN 20-5825 13-8-96-10,498536,A57H,Predator Drilling Inc.,2,21 Oct 2020 10:15:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2020-10-21,8096104,43,10,2020.0,8096104,57.31534041,-111.57753429999998,
,TAC 16-24 HZ 102 PROVOST 15-18-34-9,498882,A8AF,Hertz & Paluck Energy Services Inc.,1,14 Dec 2020 01:45:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-12-14,18034094,51,12,2020.0,18034094,51.91830747,-111.25728219999999,02/15-18-034-09W4/0
,TAC 16-24 HZ PROVOST 16-26-34-10,498885,A8AF,Hertz & Paluck Energy Services Inc.,1,13 Dec 2020 06:00:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2020-12-14,26034104,51,12,2020.0,26034104,51.94740631,-111.304526,00/16-26-034-10W4/0
,SURGE ENERGY HZ PROVOST 12-27-39-2,496642,A77K,Star Valley Drilling Ltd.,102,14 Dec 2020 01:40:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2020-12-14,27039024,51,12,2020.0,27039024,52.38305457,-110.1969754,00/12-27-039-02W4/0
,BONTERRA HZ 102 PEMBINA 8-30-46-7,498708,A2EN,Ironhand Drilling Inc.,1,13 Dec 2020 01:45:00 PM,Drayton Valley,0XZ4,Bonterra Energy Corp.,,Drill To LD,2020-12-14,30046075,51,12,2020.0,30046075,52.99695217,-114.99242749999999,02/08-30-046-07W5/0
,FREE REIN 103 GSPIKE 9-27-51-27,498721,A08C,Savanna Drilling Corp.,636,12 Dec 2020 11:30:00 PM,St. Albert,0KA2,Free Rein Resources Ltd.,,Drill To LD,2020-12-14,27051274,51,12,2020.0,27051274,53.43209325,-113.88556299999999,02/09-27-051-27W4/0
,CNRL ET AL HZ KARR 16-10-66-4,494907,A801,Stampede Drilling A Division Of Matrix Energy Technologi,6,13 Dec 2020 09:00:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-12-14,10066046,51,12,2020.0,10066046,54.69792468,-118.50389170000001,00/16-10-066-04W6/0
,ARC HZ ANTEN 9-20-67-24,498604,0Y52,Precision Drilling Corporation,465,14 Dec 2020 10:00:00 AM,Grande Prairie,0G30,ARC Resources Ltd.,,Drill To LD,2020-12-14,20067245,51,12,2020.0,20067245,54.81404694,-117.6115077,00/09-20-067-24W5/0
,SPL 3-13 HZ 103 MARTENH 4-12-75-25,498559,0Y52,Precision Drilling Corporation,149,13 Dec 2020 08:15:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-12-14,12075254,51,12,2020.0,12075254,55.48262047,-113.73214180000001,03/04-12-075-25W4/0
,SPL 1-31 HZ NIPISI 4-29-76-7,498816,0GE9,Tempco Drilling Company Inc.,7,14 Dec 2020 06:30:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-12-14,29076075,51,12,2020.0,29076075,55.61398247,-115.03627859999999,00/04-29-076-07W5/0
,ISLANDER SEAL 16-36-81-13,498718,0Y52,Precision Drilling Corporation,144,13 Dec 2020 03:45:00 AM,St. Albert,A8A9,Islander Oil & Gas Inc.,,Drill To LD,2020-12-14,36081135,51,12,2020.0,36081135,56.06523345,-115.8801904,00/16-36-081-13W5/0
,IMP H91-H06 LEMING 15-4-66-4,497584,0Y55,Akita Drilling Ltd.,21,09 Apr 2020 09:00:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Set Surface,2020-04-09,4066044,15,4,2020.0,4066044,54.68255026,-110.5353963,09/15-04-066-04W4/0
,GRL 1-31 HZ 103 VALHALLA 5-31-78-7,497689,A2CL,Komat Drilling Ltd.,4,15 Feb 2020 11:00:00 AM,Grande Prairie,A0TX,Grizzly Resources Ltd.,,Set Surface,2020-04-09,31078076,15,4,2020.0,31078076,55.80304856,-119.06060079999999,03/05-31-078-07W6/0
,PEYTO WILD RIV 8-16-56-24,497616,0Z41,Ensign Drilling Inc.,T401,07 Jul 2020 01:00:00 PM,Drayton Valley,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2020-07-08,16056245,28,7,2020.0,16056245,53.83933702,-117.4948246,02/08-16-056-24W5/0
,7GEN HZ KAKWA 4-4-63-5,497464,0Z41,Ensign Drilling Inc.,148,29 Feb 2020 08:30:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2020-07-08,4063056,28,7,2020.0,4063056,54.42169003,-118.6800356,00/04-04-063-05W6/0
,7GEN HZ KAKWA 4-4-63-5,497464,A6PR,Nabors Drilling Canada Limited,17,02 Jul 2020 11:00:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Resumption,2020-07-08,4063056,28,7,2020.0,4063056,54.42169003,-118.6800356,00/04-04-063-05W6/0
,7GEN HZ 104 KAKWA 5-4-63-5,497468,0Z41,Ensign Drilling Inc.,148,28 Feb 2020 04:00:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2020-07-08,4063056,28,7,2020.0,4063056,54.42169003,-118.6800356,04/05-04-063-05W6/0
,7GEN HZ KAKWA 4-9-63-5,496207,0Y55,Akita Drilling Ltd.,41,27 Feb 2020 05:30:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2020-07-08,9063056,28,7,2020.0,9063056,54.43614492,-118.68003940000001,00/04-09-063-05W6/0
,7GEN HZ KAKWA 4-9-63-5,496207,A6PR,Nabors Drilling Canada Limited,5,02 Jul 2020 06:30:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Resumption,2020-07-08,9063056,28,7,2020.0,9063056,54.43614492,-118.68003940000001,00/04-09-063-05W6/0
,IMP H87-H02 LEMING 5-10-66-4,498070,0Y55,Akita Drilling Ltd.,21,07 Jul 2020 11:00:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2020-07-08,10066044,28,7,2020.0,10066044,54.69702879,-110.5102354,08/05-10-066-04W4/0
,OVV HZ 102 WEMBLEY 13-15-72-9,497744,0Y52,Precision Drilling Corporation,534,07 Jul 2020 06:00:00 PM,Grande Prairie,0026,Ovintiv Canada ULC,,Drill To LD,2020-07-08,15072096,28,7,2020.0,15072096,55.23606076,-119.2822598,02/13-15-072-09W6/0
,SURGE ENERGY HZ PROVOST 4-27-39-2,496640,A8AF,Hertz & Paluck Energy Services Inc.,1,04 Nov 2020 06:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2020-11-05,27039024,45,11,2020.0,27039024,52.38305457,-110.1969754,00/04-27-039-02W4/0
,LONGSHORE HZ 108 HAYTER 8-17-41-1,498565,0GE9,Tempco Drilling Company Inc.,3,05 Nov 2020 10:30:00 AM,Wainwright,A76W,Longshore Resources Ltd.,,Drill To LD,2020-11-05,17041014,45,11,2020.0,17041014,52.52867716,-110.1009595,08/08-17-041-01W4/0
,BAYTEX HZ FERRIER 16-21-44-10,498446,A08C,Savanna Drilling Corp.,636,05 Nov 2020 09:00:00 AM,Red Deer,0RL9,Baytex Energy Ltd.,,Drill To LD,2020-11-05,21044105,45,11,2020.0,21044105,52.80699071,-115.3797893,00/16-21-044-10W5/0
,TOURMALINE HZ COLUMBIA 5-20-46-15,498175,0Z41,Ensign Drilling Inc.,T38,05 Nov 2020 09:15:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2020-11-05,20046155,45,11,2020.0,20046155,52.98160593,-116.1292368,00/05-20-046-15W5/0
,HUSKY 3HZ Q2 WILDMERE 15-25-48-6,496542,0Y52,Precision Drilling Corporation,197,04 Nov 2020 09:00:00 PM,Wainwright,0R46,Husky Oil Operations Limited,,Drill To LD,2020-11-05,25048064,45,11,2020.0,25048064,53.168804,-110.73664709999998,00/15-25-048-06W4/0
,TOURMALINE HZ 102 BASING 8-10-49-21,498035,A6PR,Nabors Drilling Canada Limited,58,03 Sep 2020 08:30:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2020-09-03,10049215,36,9,2020.0,10049215,53.21419259,-116.97556909999999,02/08-10-049-21W5/0
,TOURMALINE HZ WILD RIV 13-7-58-25,498096,0Z41,Ensign Drilling Inc.,39,03 Sep 2020 06:28:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2020-09-03,7058255,36,9,2020.0,7058255,53.99924631,-117.6930509,00/13-07-058-25W5/0
,SUNCOR P122P5 FIREBAG 13-26-94-6,496413,A6PR,Nabors Drilling Canada Limited,102,02 Sep 2020 10:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-09-03,26094064,36,9,2020.0,26094064,57.18443579,-110.83756540000002,04/13-26-094-06W4/0
,BAYTEX HZ FERRIER 8-21-44-10,498447,A08C,Savanna Drilling Corp.,636,21 Oct 2020 09:00:00 AM,Red Deer,0RL9,Baytex Energy Ltd.,,Drill To LD,2020-10-21,21044105,43,10,2020.0,21044105,52.80699071,-115.3797893,00/08-21-044-10W5/0
,HUSKY HZ ANSELL 4-16-51-19,491505,A0KC,Horizon Drilling Inc.,4,21 Oct 2020 12:00:00 AM,Drayton Valley,0R46,Husky Oil Operations Limited,,Drill To LD,2020-10-21,16051195,43,10,2020.0,16051195,53.40302199,-116.7286183,02/04-16-051-19W5/0
,VEI HZ CARROT 13-24-52-12,497793,A5DG,CWC Energy Services Corp.,5,21 Oct 2020 08:00:00 AM,Drayton Valley,A6FW,Vermilion Energy Inc.,,Drill To LD,2020-10-21,24052125,43,10,2020.0,24052125,53.50473997,-115.6231453,00/13-24-052-12W5/0
,CRESTWYND HZ JILES 4-16-63-21,498566,0Y52,Precision Drilling Corporation,187,21 Oct 2020 01:00:00 AM,St. Albert,A7MT,Crestwynd Exploration Ltd.,,Drill To LD,2020-10-21,16063214,43,10,2020.0,16063214,54.44905182,-113.10609199999999,00/04-16-063-21W4/0
,PIPE HZ ELM 1-13-70-8,498448,0Y52,Precision Drilling Corporation,524,21 Oct 2020 09:30:00 AM,Grande Prairie,A82B,Pipestone Energy Corp.,,Drill To LD,2020-10-21,13070086,43,10,2020.0,13070086,55.06158348,-119.0687217,02/01-13-070-08W6/0
,CNRL HZ WEMBLEY 2-34-72-9,493402,0Z41,Ensign Drilling Inc.,44,21 Oct 2020 04:00:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2020-10-21,34072096,43,10,2020.0,34072096,55.27959942,-119.28226059999999,00/02-34-072-09W6/0
,SPL 9-20 HZ 103 SMITH 6-22-73-24,498409,0Y52,Precision Drilling Corporation,149,20 Oct 2020 11:45:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-10-21,22073244,43,10,2020.0,22073244,55.33725309,-113.5964037,03/06-22-073-24W4/0
,DELTASTREAM MARTENH 13-9-75-25,498339,A2CL,Komat Drilling Ltd.,3,20 Oct 2020 10:30:00 PM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2020-10-21,9075254,43,10,2020.0,9075254,55.48264138,-113.80977240000001,04/13-09-075-25W4/0
,SPL 11-31 HZ 103 NIPISI 11-31-76-6,498225,0GE9,Tempco Drilling Company Inc.,7,21 Oct 2020 02:30:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2020-10-21,31076065,43,10,2020.0,31076065,55.628460499999996,-114.9069808,03/11-31-076-06W5/0
,SUNCOR P122S5 FIREBAG 13-26-94-6,496404,A6PR,Nabors Drilling Canada Limited,102,21 Oct 2020 04:45:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2020-10-21,26094064,43,10,2020.0,26094064,57.18443579,-110.83756540000002,00/13-26-094-06W4/0
,SYNCRUDE AN 20-5825 13-8-96-10,498536,A57H,Predator Drilling Inc.,2,21 Oct 2020 10:15:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2020-10-21,8096104,43,10,2020.0,8096104,57.31534041,-111.57753429999998,00/13-08-096-10W4/0
,TAC 6-35 HZ 107 PROVOST 13-36-34-8,497541,A1TW,Bonanza Drilling Inc.,3,14 Feb 2020 09:45:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2020-02-15,36034084,7,2,2020.0,36034084,51.96184825,-110.99736909999999,07/13-36-034-08W4/0
,YANGARRA 103 HZ FERRIER 3-16-37-7,497410,A801,Stampede Drilling A Division Of Matrix Energy Technologi,5,15 Feb 2020 12:30:00 AM,Red Deer,0LN7,Yangarra Resources Corp.,,Drill To LD,2020-02-15,16037075,7,2,2020.0,16037075,52.18086888,-114.9299322,03/03-16-037-07W5/0
,OBE WILLGR 2-30-42-7,496928,0Y52,Precision Drilling Corporation,220,14 Feb 2020 08:50:00 PM,Red Deer,0BP8,Obsidian Energy Ltd.,,Drill To LD,2020-02-15,30042075,7,2,2020.0,30042075,52.64684857,-114.98536159999999,00/02-30-042-07W5/0
,VELVET HZ PEMBINA 8-22-51-13,496988,A0KC,Horizon Drilling Inc.,50,15 Feb 2020 04:45:00 AM,Drayton Valley,A5YK,Velvet Energy Ltd.,,Drill To LD,2020-02-15,22051135,7,2,2020.0,22051135,53.4175072,-115.8197328,00/08-22-051-13W5/0
,CHEVRON 102 HZ FOXCK 4-36-61-19,497243,0Z41,Ensign Drilling Inc.,144,15 Feb 2020 02:30:00 PM,St. Albert,0045,Chevron Canada Limited,,Set Surface,2020-02-15,36061195,7,2,2020.0,36061195,54.31950639,-116.7015854,02/04-36-061-19W5/0
,7GEN HZ 105 KARR 13-11-64-4,493960,A6PR,Nabors Drilling Canada Limited,5,15 Feb 2020 03:00:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Drill To LD,2020-02-15,11064046,7,2,2020.0,11064046,54.52337119,-118.4787075,04/13-11-064-04W6/0
,SPL 15-35 HZ 102 MARTENH 16-2-74-25,495268,0Y52,Precision Drilling Corporation,116,15 Feb 2020 08:00:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2020-02-15,2074254,7,2,2020.0,2074254,55.38094403,-113.72465700000001,02/16-02-074-25W4/0
,MEG HARDY 10-32-76-5,497451,A57H,Predator Drilling Inc.,12,15 Feb 2020 09:30:00 AM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2020-02-15,32076054,7,2,2020.0,32076054,55.62808854,-110.73037269999999,AD/10-32-076-05W4/0
,ANEGADA HZ 3A VALHALLA 3-21-76-9,496665,A1TW,Bonanza Drilling Inc.,9,15 Feb 2020 04:30:00 AM,Grande Prairie,A789,Anegada Oil Corp.,,Drill To LD,2020-02-15,21076096,7,2,2020.0,21076096,55.59952451,-119.3191471,02/03-21-076-09W6/0
,SPL 1-31 HZ DOUCET 3-36-77-3,496528,A6NZ,Lasso Drilling Corporation,5,14 Feb 2020 10:30:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2020-02-15,36077035,7,2,2020.0,36077035,55.71567828,-114.3119932,00/03-36-077-03W5/0
,CONCOURSE EAGLE 16-20-77-26,497027,A08C,Savanna Drilling Corp.,689,14 Feb 2020 04:00:00 PM,Grande Prairie,A85D,Concourse Petroleum Inc.,,Drill To LD,2020-02-15,20077265,7,2,2020.0,20077265,55.68684905,-117.9844574,S0/16-20-077-26W5/0
,GRL 102 HZ VALHALLA 5-31-78-7,489291,A2CL,Komat Drilling Ltd.,4,15 Feb 2020 08:00:00 AM,Grande Prairie,A0TX,Grizzly Resources Ltd.,,Set Surface,2020-02-15,31078076,7,2,2020.0,31078076,55.80304856,-119.06060079999999,02/05-31-078-07W6/0
,JACOS HANGSTN 1-7-84-10,496159,A6F5,Foraco Canada Ltd.,104,15 Feb 2020 02:00:00 PM,Bonnyville,0NY5,Japan Canada Oil Sands Limited,,Drill To LD,2020-02-15,7084104,7,2,2020.0,7084104,56.26811207,-111.5598909,AA/01-07-084-10W4/0
